--
35.485999,0.687531
36.189157,0.703157
36.923565,0.734409
37.673599,0.750034
42.689454,0.718783
43.408237,0.718783
44.095768,0.687531
44.830177,0.734409
45.564586,0.734409
46.267743,0.703157
47.002151,0.734409
47.705309,0.703157
48.439717,0.734409
49.174126,0.734409
49.892909,0.718783
50.642943,0.750034
87.285245,0.781286
88.097783,0.812537
88.879068,0.781286
89.738483,0.859414
90.535394,0.796911
91.363557,0.828163
101.285886,0.828163
102.067172,0.781286
102.879709,0.812537
157.585338,0.796911
158.413501,0.828163
159.226038,0.812537
160.085453,0.859414
160.929241,0.843789
161.788656,0.859414
162.632444,0.843789
163.476233,0.843789
164.351273,0.875040
165.179436,0.828163
166.023225,0.843789
166.804510,0.781286
167.648299,0.843789
168.445210,0.796911
169.242122,0.796911
170.039033,0.796911
170.867196,0.828163
171.695359,0.828163
172.523522,0.828163
173.382936,0.859414
174.226725,0.843789
175.070514,0.843789
175.914302,0.843789
176.726840,0.812537
190.961866,0.859414
191.805655,0.843789
192.649443,0.843789
233.385683,0.828163
234.229472,0.843789
235.073260,0.843789
235.870172,0.796911
257.168022,0.796911
257.996185,0.828163
258.824347,0.828163
259.683762,0.859414
260.418170,0.734409
261.340088,0.921917
262.058871,0.718783
262.996413,0.937543
263.855828,0.859414
264.668365,0.812537
265.480902,0.812537
266.277814,0.796911
267.105977,0.828163
267.965391,0.859414
268.746677,0.781286
269.559214,0.812537
270.371751,0.812537
271.184288,0.812537
272.012451,0.828163
280.059695,0.781286
280.903483,0.843789
281.778523,0.875040
289.950772,0.843789
290.763309,0.812537
291.575847,0.812537
301.357544,0.796911
319.030228,0.812537
319.858391,0.828163
320.670928,0.812537
321.483466,0.812537
322.311629,0.828163
323.139791,0.828163
323.967954,0.828163
324.811743,0.843789
325.655532,0.843789
326.436817,0.781286
327.296232,0.859414
328.140020,0.843789
328.921306,0.781286
329.796346,0.875040
352.328628,0.781286
359.422702,0.796911
360.157111,0.734409
360.969648,0.812537
361.750934,0.781286
362.516594,0.765660
363.282254,0.765660
364.079165,0.796911
364.844826,0.765660
365.626111,0.781286
366.376146,0.750034
367.126180,0.750034
367.907466,0.781286
368.688751,0.781286
369.470037,0.781286
370.282574,0.812537
371.016983,0.734409
371.845146,0.828163
372.579555,0.734409
373.392092,0.812537
374.173378,0.781286
374.954663,0.781286
375.767200,0.812537
376.532861,0.765660
377.314146,0.781286
378.079806,0.765660
378.892344,0.812537
379.517372,0.625029
380.423664,0.906291
389.205316,0.796911
390.017853,0.812537
399.596416,0.859414
422.441212,0.765660
448.458028,0.828163
449.254939,0.796911
450.067477,0.812537
450.895639,0.828163
451.708177,0.812537
452.536340,0.828163
453.380128,0.843789
454.192665,0.812537
455.005203,0.812537
455.802114,0.796911
456.630277,0.828163
457.458440,0.828163
458.286603,0.828163
459.099140,0.812537
459.911677,0.812537
460.786717,0.875040
461.583629,0.796911
462.411792,0.828163
463.271206,0.859414
464.068117,0.796911
464.911906,0.843789
465.724443,0.812537
466.583858,0.859414
467.412020,0.828163
468.240183,0.828163
469.083972,0.843789
469.880883,0.796911
470.755924,0.875040
471.584086,0.828163
472.412249,0.828163
473.224787,0.812537
474.052949,0.828163
474.849861,0.796911
475.646772,0.796911
476.443684,0.796911
499.710374,0.812537
500.569788,0.859414
501.397951,0.828163
502.241740,0.843789
503.085528,0.843789
503.929317,0.843789
504.773106,0.843789
505.554391,0.781286
506.398180,0.843789
507.226343,0.828163
522.789555,0.890666
523.586467,0.796911
524.430255,0.843789
525.258418,0.828163
526.086581,0.828163
