--, IBI
3004.621910,0.750034
3011.278464,0.750034
3012.012873,0.734409
3012.747282,0.734409
3013.481690,0.734409
3063.218342,0.765660
3064.015253,0.796911
3064.671533,0.656280
3069.187365,0.718783
3069.953025,0.765660
3074.546985,0.859414
3114.126922,0.750034
3114.861331,0.734409
3115.611365,0.750034
3116.392651,0.781286
3122.439803,0.734409
3123.205463,0.765660
3123.971123,0.765660
3124.721157,0.750034
3125.471191,0.750034
3126.236851,0.765660
3126.986886,0.750034
3127.736920,0.750034
3128.486954,0.750034
3129.252614,0.765660
3130.002649,0.750034
3130.752683,0.750034
3131.518343,0.765660
3132.284003,0.765660
3133.034038,0.750034
3133.784072,0.750034
3134.534106,0.750034
3135.284141,0.750034
3136.018549,0.734409
3136.768584,0.750034
3137.549869,0.781286
3138.299904,0.750034
3139.065564,0.765660
3139.846849,0.781286
3140.628135,0.781286
3141.393795,0.765660
3142.175081,0.781286
3142.940741,0.765660
3143.722027,0.781286
3144.487687,0.765660
3145.268973,0.781286
3146.050258,0.781286
3146.815918,0.765660
3147.597204,0.781286
3148.362864,0.765660
3149.128524,0.765660
3149.894184,0.765660
3150.659844,0.765660
3151.409879,0.750034
3152.175539,0.765660
3152.941199,0.765660
3153.706859,0.765660
3154.472519,0.765660
3155.238179,0.765660
3155.972588,0.734409
3156.753873,0.781286
3157.519533,0.765660
3158.269568,0.750034
3159.035228,0.765660
3159.800888,0.765660
3160.613425,0.812537
3161.379085,0.765660
3162.160371,0.781286
3162.957282,0.796911
3163.754194,0.796911
3164.519854,0.765660
3165.332391,0.812537
3166.113677,0.781286
3166.910588,0.796911
3167.707500,0.796911
3174.176546,0.796911
3174.989083,0.812537
3175.801620,0.812537
3186.942755,0.796911
3187.724041,0.781286
3188.536578,0.812537
3189.302238,0.765660
3190.099150,0.796911
3190.896061,0.796911
3191.677347,0.781286
3192.443007,0.765660
3193.255544,0.812537
3194.036830,0.781286
3194.818116,0.781286
3195.599401,0.781286
3196.380687,0.781286
3197.130722,0.750034
3197.927633,0.796911
3198.708919,0.781286
3199.490205,0.781286
3200.271490,0.781286
3201.068402,0.796911
3211.381374,0.796911
3212.162660,0.781286
3212.959571,0.796911
3213.740857,0.781286
3214.522143,0.781286
3215.287803,0.765660
3216.084714,0.796911
3216.866000,0.781286
3295.307091,0.781286
3329.496156,0.750034
3341.152939,0.796911
3341.949851,0.796911
3342.746762,0.796911
3343.528048,0.781286
3344.309334,0.781286
3348.184511,0.781286
3348.950171,0.765660
3360.419446,0.703157
3361.231983,0.812537
3361.982018,0.750034
3362.732052,0.750034
3363.466460,0.734409
3364.216495,0.750034
3539.427640,0.812537
3540.224551,0.796911
3541.021463,0.796911
3541.834000,0.812537
3542.630912,0.796911
3543.443449,0.812537
3544.255986,0.812537
3561.756787,0.812537
3562.522447,0.765660
3563.288107,0.765660
3564.022516,0.734409
3564.725673,0.703157
3565.569462,0.843789
3566.381999,0.812537
3598.039698,0.890666
3598.836609,0.796911
3599.664772,0.828163
3600.461684,0.796911
3605.368158,0.781286
3606.180696,0.812537
3606.977607,0.796911
3607.805770,0.828163
3608.602681,0.796911
3609.399593,0.796911
3610.196504,0.796911
3611.024667,0.828163
3611.805953,0.781286
3612.618490,0.812537
3613.431027,0.812537
3614.243565,0.812537
3615.040476,0.796911
3615.853013,0.812537
3616.665550,0.812537
3617.524965,0.859414
3621.493896,0.812537
3630.291174,0.765660
3631.072460,0.781286
3631.869371,0.796911
3632.635031,0.765660
3633.431943,0.796911
3634.213229,0.781286
3635.010140,0.796911
3635.791426,0.781286
3636.588337,0.796911
3637.385249,0.796911
3638.150909,0.765660
3638.963446,0.812537
3639.760358,0.796911
3640.572895,0.812537
3641.369806,0.796911
3642.182343,0.812537
3642.979255,0.796911
3643.823044,0.843789
3644.619955,0.796911
3645.432492,0.812537
3646.245029,0.812537
3647.073192,0.828163
3647.885730,0.812537
3648.729518,0.843789
3649.510804,0.781286
3650.370218,0.859414
3651.151504,0.781286
3651.995293,0.843789
3652.792204,0.796911
3653.620367,0.828163
3654.401653,0.781286
3655.198564,0.796911
3656.011101,0.812537
3656.808013,0.796911
3657.604924,0.796911
3658.417462,0.812537
3659.214373,0.796911
3660.026910,0.812537
3660.823822,0.796911
3661.620733,0.796911
3662.417645,0.796911
3663.214556,0.796911
3663.980216,0.765660
3664.761502,0.781286
3665.589665,0.828163
3666.386576,0.796911
3667.199114,0.812537
3667.996025,0.796911
3668.746059,0.750034
3669.574222,0.828163
3670.418011,0.843789
3671.199297,0.781286
3672.027460,0.828163
3672.808745,0.781286
3673.683785,0.875040
3674.449445,0.765660
3675.277608,0.828163
3676.090146,0.812537
3676.918308,0.828163
3677.715220,0.796911
3678.496506,0.781286
3679.324669,0.828163
3680.121580,0.796911
3680.949743,0.828163
3681.746655,0.796911
3682.559192,0.812537
3683.371729,0.812537
3684.215518,0.843789
3685.012429,0.796911
3707.294699,0.781286
3708.091610,0.796911
3708.872896,0.781286
3709.669808,0.796911
3716.763882,0.734409
3717.670174,0.906291
3718.451460,0.781286
3719.201494,0.750034
3719.998405,0.796911
3777.938558,0.765660
3778.672966,0.734409
3779.423001,0.750034
3780.204286,0.781286
3781.032449,0.828163
3781.782484,0.750034
3800.392710,0.796911
3801.173996,0.781286
3801.986533,0.812537
3802.783445,0.796911
3841.691476,0.515649
3850.144988,0.625029
3940.336616,0.734409
3941.071025,0.734409
3941.821059,0.750034
3942.555468,0.734409
3943.305502,0.750034
3944.055536,0.750034
3944.821196,0.765660
3945.586856,0.765660
3946.383768,0.796911
3947.180679,0.796911
3947.977591,0.796911
3948.790128,0.812537
3949.587039,0.796911
3950.368325,0.781286
3951.180862,0.812537
3951.977774,0.796911
3952.774685,0.796911
3953.571597,0.796911
3954.337257,0.765660
3955.118543,0.781286
3955.915454,0.796911
3956.696740,0.781286
3957.478026,0.781286
3958.243686,0.765660
3959.024971,0.781286
3959.759380,0.734409
3960.603169,0.843789
3961.337577,0.734409
3962.134489,0.796911
3972.041192,0.765660
3972.853729,0.812537
3973.556887,0.703157
3974.306921,0.750034
4022.699761,0.750034
4023.512298,0.812537
4024.324836,0.812537
4028.528153,0.875040
4032.559587,0.828163
4033.372125,0.812537
4034.169036,0.796911
4034.887819,0.718783
4035.731608,0.843789
4036.559771,0.828163
4053.935566,0.781286
4054.638723,0.703157
4055.373132,0.734409
4141.861465,0.718783
4142.595874,0.734409
4143.345908,0.750034
4144.095942,0.750034
4144.830351,0.734409
4145.580385,0.750034
4146.377297,0.796911
4147.158583,0.781286
4147.877366,0.718783
4148.611774,0.734409
4149.377434,0.765660
4150.174346,0.796911
4155.393335,0.750034
4156.143369,0.750034
4156.830900,0.687531
4157.580935,0.750034
4158.362221,0.781286
4159.096629,0.734409
4159.877915,0.781286
4160.659201,0.781286
4161.440486,0.781286
4162.159269,0.718783
4162.924929,0.765660
4163.674964,0.750034
4164.456249,0.781286
4165.143781,0.687531
4165.940692,0.796911
4166.721978,0.781286
4167.409510,0.687531
4168.159544,0.750034
4168.925204,0.765660
4169.643987,0.718783
4179.363182,0.718783
4180.113216,0.750034
4181.019508,0.906291
4185.879105,0.875040
4186.738519,0.859414
4190.660574,0.828163
4191.473111,0.812537
4192.301274,0.828163
4193.191940,0.890666
4193.926348,0.734409
4194.801389,0.875040
4243.506743,0.812537
4244.303654,0.796911
4245.053689,0.750034
4245.803723,0.750034
4246.553757,0.750034
4247.319417,0.765660
4248.131955,0.812537
4248.881989,0.750034
