--, --, --
32.000000, 32.000000, 32.000000
-14,13,59
-15,13,61
-16,13,62
-15,13,62
-14,13,61
-13,13,61
-12,13,60
-12,13,61
-12,12,60
-15,13,62
-15,13,61
-15,14,62
-14,15,62
-14,15,62
-13,13,60
-12,12,60
-13,12,61
-14,12,62
-14,12,61
-15,13,61
-15,13,61
-14,14,62
-13,14,55
-14,16,60
-14,14,62
-14,14,61
-14,15,61
-15,16,61
-13,16,62
-12,13,62
-12,13,61
-12,13,61
-12,15,63
-14,15,64
-13,15,63
-13,14,62
-11,14,62
-12,14,61
-12,13,60
-11,12,61
-12,12,61
-14,13,61
-13,14,62
-13,14,62
-12,14,61
-12,15,60
-12,15,60
-13,14,60
-13,14,60
-14,14,61
-13,14,63
-13,14,64
-12,14,61
-11,13,61
-11,13,59
-13,13,60
-12,13,61
-12,13,62
-12,13,63
-11,12,62
-12,12,62
-11,12,62
-13,12,61
-13,12,63
-11,12,61
-12,12,60
-12,12,60
-12,12,60
-12,12,60
-12,12,62
-12,13,61
-12,13,62
-13,13,62
-12,13,60
-14,13,63
-12,13,63
-12,14,61
-13,14,62
-12,14,63
-10,13,61
-12,12,62
-12,12,62
-12,14,62
-13,14,63
-12,14,63
-12,12,62
-12,12,61
-12,12,61
-12,12,62
-12,11,63
-12,11,61
-11,10,61
-12,11,60
-14,12,65
-15,12,65
-14,13,63
-14,13,62
-13,11,58
-11,10,57
-12,10,59
-12,10,61
-13,11,61
-14,11,63
-14,11,62
-13,11,62
-12,10,61
-12,10,61
-12,11,62
-13,12,63
-14,12,63
-12,11,61
-12,11,61
-13,11,61
-12,12,60
-14,12,62
-12,11,63
-12,11,62
-12,11,62
-11,11,62
-12,12,63
-14,12,62
-14,13,62
-14,12,61
-13,11,61
-13,11,61
-12,10,61
-12,10,61
-13,11,61
-14,12,62
-14,12,61
-12,12,61
-12,12,61
-13,12,61
-13,12,61
-14,12,62
-13,12,62
-12,14,64
-13,14,63
-14,14,62
-13,14,61
-13,14,60
-14,13,62
-14,14,62
-14,13,62
-15,13,62
-12,14,62
-12,14,61
-11,14,61
-13,13,61
-14,13,61
-14,13,63
-13,13,63
-13,13,63
-13,11,60
-13,11,60
-15,12,61
-15,13,61
-14,12,60
-14,12,59
-14,12,59
-14,13,61
-15,13,62
-15,13,62
-14,13,61
-14,13,61
-13,13,60
-13,12,61
-13,12,63
-12,11,64
-13,12,64
-12,12,63
-13,12,60
-14,12,58
-15,11,60
-15,12,60
-14,12,62
-12,11,61
-12,11,63
-13,11,64
-12,12,62
-13,13,60
-14,13,60
-14,13,61
-13,12,61
-13,12,61
-13,12,63
-12,11,62
-12,11,62
-12,12,62
-12,12,61
-13,13,62
-14,12,62
-14,12,62
-11,12,60
-12,12,62
-12,11,62
-13,11,62
-13,11,62
-13,11,62
-12,11,61
-12,11,61
-14,12,61
-13,12,63
-12,11,62
-12,11,61
-13,11,61
-14,12,62
-13,12,63
-13,12,62
-13,11,61
-13,11,61
-13,11,62
-12,11,62
-13,11,62
-13,11,62
-13,11,62
-13,11,62
-13,11,61
-13,11,61
-13,11,62
-13,11,62
-13,11,63
-13,11,63
-13,11,62
-13,11,62
-13,11,61
-13,10,60
-13,10,59
-13,10,60
-13,10,62
-13,10,63
-12,10,62
-13,10,61
-14,10,60
-9,11,62
-4,11,65
-9,9,64
-9,10,62
-9,11,62
-10,10,63
-11,10,62
-11,9,62
-9,10,63
-10,10,62
-10,9,62
-10,10,61
-12,8,59
-6,10,61
-3,10,61
3,10,64
3,10,64
3,11,64
2,10,62
4,11,62
3,11,62
3,11,61
2,11,60
1,10,57
3,10,59
14,16,68
9,15,66
6,13,65
3,12,62
-2,11,58
2,12,52
9,12,48
27,13,50
31,16,51
35,15,50
60,15,51
57,14,51
57,14,51
45,13,43
45,13,42
45,12,41
44,13,41
43,13,42
44,14,43
43,15,44
42,16,44
39,15,35
37,16,36
32,17,42
36,18,41
43,15,39
41,15,43
45,14,46
49,16,49
50,15,44
48,15,40
43,16,31
43,17,29
41,19,26
42,22,27
48,26,32
67,26,46
65,23,45
49,18,35
45,17,30
48,17,25
58,14,25
57,16,24
61,16,25
60,16,25
57,16,23
56,16,21
56,16,20
58,17,20
59,18,19
58,19,19
56,19,20
55,20,20
55,20,18
55,21,19
57,21,19
55,21,18
55,21,19
54,20,18
52,19,17
51,20,17
60,23,22
61,25,22
56,26,20
51,27,18
51,27,19
52,27,20
53,28,21
52,29,22
50,30,21
49,31,20
50,29,21
50,29,22
49,30,23
48,30,24
48,31,23
48,33,24
47,33,24
47,34,25
46,34,25
46,34,25
47,34,24
47,34,24
46,35,25
47,36,25
46,36,24
47,35,23
47,35,24
47,34,24
47,34,24
47,34,24
48,34,24
48,33,24
48,33,24
48,33,24
47,33,24
48,33,23
47,33,24
47,33,24
48,33,24
48,33,24
48,33,23
48,33,23
48,34,24
47,33,24
47,33,24
48,34,23
48,33,24
48,33,23
48,34,23
48,34,23
48,33,23
48,33,22
48,33,22
48,33,23
49,33,23
49,33,24
49,33,23
