--, --, --
32.000000, 32.000000, 32.000000
-17,-8,59
-13,-8,60
-8,-9,62
-9,-9,63
-15,-9,60
-15,-9,59
-9,-8,62
-6,-8,64
-5,-8,63
-8,-8,62
-9,-8,58
-7,-8,60
-4,-8,66
-5,-7,65
-11,-8,62
-7,-7,59
-6,-8,60
-9,-8,62
-11,-8,62
-8,-8,63
-5,-7,62
-3,-7,62
-5,-8,62
-7,-8,63
-7,-8,62
-2,-8,62
-4,-8,61
-5,-8,62
-5,-8,65
-3,-7,64
-1,-9,61
-1,-9,60
-3,-9,61
-4,-8,62
-3,-8,63
-2,-8,62
-4,-8,60
-5,-8,62
-4,-8,64
-2,-8,62
-3,-8,60
-8,-8,59
-7,-8,62
-1,-8,67
0,-8,65
-4,-8,59
-5,-8,58
-4,-8,62
-3,-8,65
0,-9,64
-4,-8,58
-3,-8,57
-1,-8,62
0,-9,66
-1,-9,66
-3,-9,63
-8,-8,57
-7,-8,58
-1,-8,64
-1,-9,66
-5,-9,62
-3,-8,58
-3,-8,58
-1,-8,64
-1,-8,66
-4,-9,63
-5,-9,59
-6,-8,56
-4,-8,58
-1,-9,66
-1,-9,69
-4,-8,62
-6,-8,57
-5,-8,58
-3,-9,65
-2,-9,67
-5,-9,62
-5,-8,59
-4,-8,59
-3,-8,62
-2,-8,68
-3,-9,66
-5,-9,57
-4,-9,56
-2,-9,60
0,-8,68
-2,-9,67
-5,-8,59
-5,-8,57
-4,-8,61
-2,-8,65
-3,-9,64
-4,-9,61
-3,-8,58
-2,-8,63
-2,-8,65
-4,-9,63
-4,-9,61
-4,-8,59
-3,-8,61
-1,-8,66
-3,-9,65
-5,-9,59
-5,-8,58
-3,-9,62
-3,-9,66
-4,-9,64
-3,-8,60
-2,-8,61
4,-8,74
13,-8,90
36,-9,91
22,-5,82
-25,-3,62
-36,5,72
-33,-4,40
-43,-29,-5
-42,-32,-4
-38,-37,17
-41,-35,25
-37,-33,41
-36,-33,34
-52,-25,35
-56,-26,42
-37,-24,52
-33,-25,52
-32,-25,44
-40,-25,37
-44,-26,40
-36,-28,47
-31,-27,50
-35,-27,45
-36,-27,42
-46,-27,38
-46,-28,41
-34,-27,48
-34,-27,47
-35,-26,42
-44,-26,39
-46,-27,39
-38,-27,44
-36,-27,44
-38,-26,42
-42,-27,40
-44,-26,42
-41,-27,42
-37,-27,44
-39,-27,43
-41,-26,42
-41,-26,42
-39,-27,42
-39,-27,42
-39,-27,42
-40,-27,42
-40,-26,43
-40,-27,43
-39,-26,43
-40,-27,43
-40,-26,42
-40,-27,42
-40,-27,43
-39,-27,43
-39,-26,42
-40,-27,41
-41,-27,41
-41,-27,42
-39,-27,43
-40,-27,43
-40,-27,42
-40,-27,41
-40,-27,42
-39,-28,41
-40,-27,42
-39,-27,42
-39,-27,42
-39,-27,41
-40,-27,42
-40,-27,42
-40,-27,43
-39,-27,44
-39,-26,43
-40,-27,42
-39,-27,42
-40,-27,41
-40,-27,42
-40,-27,42
-40,-26,42
-40,-27,42
-40,-27,43
-39,-27,43
-39,-26,43
-39,-26,42
-40,-26,42
-41,-27,43
-39,-26,45
-41,-26,44
-40,-26,45
-40,-27,42
-41,-27,39
-42,-28,37
-44,-28,37
-40,-28,41
-37,-28,43
-37,-28,44
-36,-28,43
-38,-28,44
-38,-28,44
-38,-28,44
-38,-28,41
-38,-28,40
-41,-29,39
-44,-28,39
-45,-28,39
-44,-29,39
-42,-30,28
-41,-30,24
-45,-25,43
-43,-28,46
-40,-23,46
-24,-23,45
-19,-23,50
-21,-23,60
-19,-23,58
-20,-21,37
-20,-17,30
-27,-18,55
-30,-18,68
-26,-12,74
-21,-8,52
-21,-7,50
-27,-9,66
-29,-11,70
-23,-7,66
-16,-7,62
-10,-9,56
-15,-8,58
-27,-6,63
-26,-5,64
-22,-7,61
-19,-8,55
-18,-7,55
-20,-7,54
-20,-6,52
-21,-6,47
-22,-2,57
-20,2,73
-20,4,74
-13,8,68
-9,7,64
-8,4,64
-9,3,66
-14,3,64
-16,2,58
-18,1,56
-23,1,57
-22,2,61
-18,3,66
-16,3,64
-14,2,59
-15,2,60
-17,2,61
-17,2,63
-17,2,61
-17,2,57
-18,1,57
-17,1,62
-17,2,64
-16,2,63
-17,2,60
-19,1,56
-19,1,57
-17,1,63
-16,2,65
-16,3,63
-17,3,59
-17,2,59
-17,2,61
-17,2,61
-17,2,62
-18,2,62
-18,2,64
-17,2,65
-16,2,65
-15,1,64
-19,-1,59
-21,-2,60
-21,-2,61
-19,-2,58
-20,-3,56
-20,-5,56
-22,-6,59
-21,-6,63
-20,-5,63
-18,-6,57
-19,-5,54
-22,-6,55
-28,-5,55
-28,-5,54
-28,-5,55
-29,-6,56
-32,-5,59
-33,-5,58
-31,-5,52
-32,-4,51
-35,-5,53
-37,-5,56
-41,-4,57
-39,-2,52
-39,-4,50
-37,-6,50
-37,-6,52
-38,-5,53
-37,-5,52
-34,-4,49
-34,-5,51
-40,-5,54
-42,-4,53
-42,-4,48
-38,-6,48
-38,-6,49
